Start Time,Stop Time,Vel X,Vel Y,Vel Z,Tot Vel X,Total Vel Y,Tot Vel Z,Dist X,Dist Y,Dist Z,Tot Dist X,Total Dist Y,Tot Dist Z,Dist Pitch,Dist Roll,Dist Yaw

0.000000,62.150000,2.790835,-0.038698,-272.837539,460.157440,-238.872929,-37274.353317,22.938101,-11.942679,-1856.896727,2367.086191,-2259.527632,-169468.178208,-0.041854,-0.114430,-0.070351

0.000000,62.150000,2.804713,-0.035686,-273.841190,462.962153,-238.908615,-37548.194507,23.077990,-11.944539,-1870.563696,2390.164181,-2271.472171,-171338.741904,-0.041574,-0.114298,-0.070786

0.000000,62.150000,2.822088,-0.032178,-274.844084,465.784241,-238.940793,-37823.038591,23.218660,-11.946235,-1884.280827,2413.382841,-2283.418406,-173223.022731,-0.041335,-0.114183,-0.071676

0.000000,62.150000,2.844477,-0.028673,-275.846620,468.628717,-238.969466,-38098.885212,23.360324,-11.947756,-1898.048095,2436.743165,-2295.366162,-175121.070826,-0.041164,-0.113953,-0.072733

0.000000,62.150000,2.869328,-0.024946,-276.849087,471.498045,-238.994412,-38375.734298,23.503169,-11.949097,-1911.865488,2460.246334,-2307.315259,-177032.936314,-0.040951,-0.113488,-0.073822

0.000000,62.150000,2.895780,-0.019919,-277.851613,474.393825,-239.014331,-38653.585911,23.647297,-11.950219,-1925.733005,2483.893631,-2319.265478,-178958.669319,-0.040814,-0.113028,-0.074829

0.000000,62.150000,2.922744,-0.016518,-278.854168,477.316569,-239.030849,-38932.440079,23.792760,-11.951130,-1939.650650,2507.686390,-2331.216607,-180898.319969,-0.040826,-0.112409,-0.075117

0.000000,62.150000,2.950153,-0.014807,-279.856625,480.266723,-239.045656,-39212.296704,23.939582,-11.951913,-1953.618420,2531.625973,-2343.168520,-182851.938388,-0.041018,-0.112012,-0.075056

0.000000,62.150000,2.978156,-0.013432,-280.858884,483.244879,-239.059088,-39493.155587,24.087790,-11.952619,-1967.636307,2555.713763,-2355.121139,-184819.574696,-0.041221,-0.111185,-0.074605

0.000000,62.150000,3.006079,-0.012924,-281.861072,486.250958,-239.072012,-39775.016659,24.237396,-11.953278,-1981.704306,2579.951159,-2367.074416,-186801.279002,-0.041354,-0.110039,-0.073599

0.000000,62.150000,3.034428,-0.012317,-282.863385,489.285386,-239.084329,-40057.880044,24.388409,-11.953909,-1995.822418,2604.339567,-2379.028325,-188797.101419,-0.041428,-0.108643,-0.072350

0.000000,62.150000,3.061728,-0.011941,-283.865564,492.347114,-239.096270,-40341.745608,24.540812,-11.954515,-2009.990641,2628.880380,-2390.982840,-190807.092061,-0.041375,-0.107681,-0.070543

0.000000,62.150000,3.091461,-0.012168,-284.867480,495.438575,-239.108437,-40626.613088,24.694642,-11.955118,-2024.208967,2653.575022,-2402.937957,-192831.301028,-0.041413,-0.106339,-0.068849

0.000000,62.150000,3.120568,-0.012287,-285.869290,498.559143,-239.120724,-40912.482378,24.849943,-11.955729,-2038.477387,2678.424965,-2414.893686,-194869.778415,-0.041452,-0.105314,-0.066802

0.000000,62.150000,3.151400,-0.013182,-286.870899,501.710543,-239.133906,-41199.353278,25.006742,-11.956366,-2052.795891,2703.431707,-2426.850052,-196922.574306,-0.041661,-0.104829,-0.064938

0.000000,62.150000,3.181980,-0.013143,-287.872434,504.892523,-239.147049,-41487.225711,25.165077,-11.957024,-2067.164475,2728.596784,-2438.807076,-198989.738781,-0.041873,-0.103756,-0.063005

0.000000,62.150000,3.213269,-0.012954,-288.873834,508.105792,-239.160003,-41776.099546,25.324958,-11.957676,-2081.583131,2753.921742,-2450.764752,-201071.321912,-0.042066,-0.102747,-0.060702

0.000000,62.150000,3.245730,-0.013017,-289.875261,511.351522,-239.173020,-42065.974807,25.486433,-11.958326,-2096.051859,2779.408174,-2462.723078,-203167.373771,-0.042336,-0.101489,-0.058165

0.000000,62.150000,3.277518,-0.014610,-290.876527,514.629039,-239.187630,-42356.851334,25.649514,-11.959016,-2110.570654,2805.057688,-2474.682094,-205277.944425,-0.042556,-0.100258,-0.055546

0.000000,62.150000,3.308824,-0.016839,-291.877657,517.937864,-239.204469,-42648.728991,25.814173,-11.959802,-2125.139508,2830.871861,-2486.641897,-207403.083933,-0.042844,-0.098685,-0.052838

0.000000,62.150000,3.339061,-0.019730,-292.878685,521.276925,-239.224198,-42941.607675,25.980370,-11.960717,-2139.758417,2856.852231,-2498.602613,-209542.842349,-0.043207,-0.097335,-0.050197

0.000000,62.150000,3.369951,-0.022000,-293.879740,524.646876,-239.246198,-43235.487415,26.148095,-11.961760,-2154.427377,2883.000326,-2510.564373,-211697.269727,-0.043584,-0.096457,-0.047984

0.000000,62.150000,3.398022,-0.024497,-294.881008,528.044898,-239.270695,-43530.368423,26.317294,-11.962922,-2169.146396,2909.317620,-2522.527296,-213866.416123,-0.044016,-0.095872,-0.045711

0.000000,62.150000,3.424924,-0.026790,-295.882206,531.469823,-239.297485,-43826.250630,26.487868,-11.964205,-2183.915476,2935.805488,-2534.491500,-216050.331599,-0.044528,-0.095454,-0.043358

0.000000,62.150000,3.450573,-0.028888,-296.883301,534.920395,-239.326374,-44123.133931,26.659755,-11.965596,-2198.734614,2962.465244,-2546.457097,-218249.066213,-0.044971,-0.095130,-0.040885

0.000000,62.150000,3.475129,-0.031264,-297.884420,538.395524,-239.357638,-44421.018351,26.832898,-11.967100,-2213.603807,2989.298142,-2558.424197,-220462.670020,-0.045327,-0.094719,-0.038445

0.000000,62.150000,3.499754,-0.033641,-298.885343,541.895278,-239.391279,-44719.903694,27.007270,-11.968723,-2228.523051,3016.305412,-2570.392920,-222691.193071,-0.045726,-0.094350,-0.036141

0.000000,62.150000,3.523436,-0.036384,-299.886257,545.418714,-239.427664,-45019.789951,27.182850,-11.970474,-2243.492341,3043.488261,-2582.363393,-224934.685412,-0.046103,-0.093929,-0.033770

0.000000,62.150000,3.544467,-0.040311,-300.887069,548.963181,-239.467974,-45320.677020,27.359547,-11.972391,-2258.511674,3070.847809,-2594.335784,-227193.197087,-0.046565,-0.093481,-0.031252

0.000000,62.150000,3.562195,-0.042802,-301.888075,552.525376,-239.510776,-45622.565095,27.537214,-11.974469,-2273.581053,3098.385023,-2606.310253,-229466.778139,-0.047066,-0.093105,-0.028257

0.000000,62.150000,3.578441,-0.045252,-302.889157,556.103817,-239.556028,-45925.454252,27.715730,-11.976670,-2288.700484,3126.100752,-2618.286923,-231755.478623,-0.047819,-0.092904,-0.025250

0.000000,62.150000,3.594197,-0.047444,-303.889971,559.698014,-239.603472,-46229.344223,27.895046,-11.978987,-2303.869962,3153.995798,-2630.265911,-234059.348585,-0.048583,-0.092757,-0.022351

0.000000,62.150000,3.606074,-0.049492,-304.891017,563.304088,-239.652964,-46534.235241,28.075053,-11.981411,-2319.089487,3182.070851,-2642.247322,-236378.438072,-0.049258,-0.092506,-0.018822

0.000000,62.150000,3.619702,-0.055530,-305.892844,566.923790,-239.708494,-46840.128085,28.255697,-11.984036,-2334.359083,3210.326548,-2654.231358,-238712.797155,-0.049871,-0.092607,-0.015101

0.000000,62.150000,3.628540,-0.061561,-306.894990,570.552330,-239.770055,-47147.023074,28.436903,-11.986964,-2349.678779,3238.763451,-2666.218322,-241062.475934,-0.050348,-0.092732,-0.011195

0.000000,62.150000,3.635173,-0.067939,-307.897198,574.187503,-239.837994,-47454.920272,28.618496,-11.990201,-2365.048584,3267.381947,-2678.208523,-243427.524517,-0.050852,-0.093130,-0.007222

0.000000,62.150000,3.640403,-0.075586,-308.899533,577.827907,-239.913580,-47763.819805,28.800385,-11.993789,-2380.468502,3296.182332,-2690.202312,-245807.993019,-0.051309,-0.093554,-0.003346

0.000000,62.150000,3.645384,-0.081476,-309.901801,581.473291,-239.995056,-48073.721606,28.982530,-11.997716,-2395.938535,3325.164862,-2702.200028,-248203.931555,-0.051633,-0.094181,-0.000203

0.000000,62.150000,3.650054,-0.085677,-310.904356,585.123345,-240.080733,-48384.625962,29.164916,-12.001895,-2411.458689,3354.329778,-2714.201923,-250615.390244,-0.051797,-0.094581,0.002573

0.000000,62.150000,3.654449,-0.089534,-311.906845,588.777794,-240.170267,-48696.532807,29.347528,-12.006275,-2427.028969,3383.677306,-2726.208198,-253042.419213,-0.051966,-0.095395,0.004920

0.000000,62.150000,3.659120,-0.092621,-312.909621,592.436915,-240.262889,-49009.442428,29.530368,-12.010829,-2442.649381,3413.207674,-2738.219027,-255485.068594,-0.052186,-0.096497,0.006744

0.000000,62.150000,3.663400,-0.095711,-313.912305,596.100315,-240.358600,-49323.354733,29.713431,-12.015537,-2458.319929,3442.921105,-2750.234564,-257943.388523,-0.052502,-0.097888,0.008298

0.000000,62.150000,3.669019,-0.098630,-314.915082,599.769334,-240.457230,-49638.269815,29.896741,-12.020396,-2474.040614,3472.817846,-2762.254960,-260417.429137,-0.052928,-0.098841,0.009285

0.000000,62.150000,3.672458,-0.101004,-315.917924,603.441791,-240.558235,-49954.187740,30.080278,-12.025387,-2489.811439,3502.898124,-2774.280346,-262907.240575,-0.053244,-0.100166,0.010381

0.000000,62.150000,3.676816,-0.103385,-316.920802,607.118607,-240.661620,-50271.108542,30.264010,-12.030496,-2505.632407,3533.162134,-2786.310843,-265412.872982,-0.053585,-0.101182,0.011171

0.000000,62.150000,3.679673,-0.105051,-317.923779,610.798280,-240.766671,-50589.032321,30.447922,-12.035707,-2521.503522,3563.610056,-2798.346550,-267934.376504,-0.053732,-0.101635,0.012120

0.000000,62.150000,3.683108,-0.107519,-318.926823,614.481388,-240.874190,-50907.959144,30.631992,-12.041022,-2537.424787,3594.242048,-2810.387572,-270471.801291,-0.053819,-0.102620,0.012973

0.000000,62.150000,3.686067,-0.110105,-319.930154,618.167455,-240.984296,-51227.889298,30.816221,-12.046462,-2553.396211,3625.058269,-2822.434034,-273025.197502,-0.053925,-0.103547,0.013427

0.000000,62.150000,3.688075,-0.112469,-320.933326,621.855530,-241.096764,-51548.822624,31.000575,-12.052027,-2569.417798,3656.058844,-2834.486060,-275594.615300,-0.053939,-0.104735,0.013644

0.000000,62.150000,3.690913,-0.113295,-321.936338,625.546443,-241.210060,-51870.758961,31.185049,-12.057671,-2585.489540,3687.243893,-2846.543731,-278180.104839,-0.054008,-0.105882,0.013766

0.000000,62.150000,3.694457,-0.113482,-322.939415,629.240900,-241.323542,-52193.698377,31.369684,-12.063340,-2601.611433,3718.613576,-2858.607071,-280781.716273,-0.053973,-0.107431,0.013808

0.000000,62.150000,3.699261,-0.113067,-323.942462,632.940161,-241.436608,-52517.640839,31.554527,-12.069004,-2617.783480,3750.168103,-2870.676075,-283399.499753,-0.053868,-0.108770,0.013915

0.000000,62.150000,3.703642,-0.113304,-324.945667,636.643803,-241.549912,-52842.586506,31.739599,-12.074663,-2634.005684,3781.907702,-2882.750738,-286033.505437,-0.053778,-0.109635,0.014450

0.000000,62.150000,3.711203,-0.113345,-325.948902,640.355006,-241.663257,-53168.535407,31.924970,-12.080329,-2650.278048,3813.832672,-2894.831067,-288683.783485,-0.053643,-0.110215,0.014924

0.000000,62.150000,3.720197,-0.113492,-326.952265,644.075203,-241.776749,-53495.487672,32.110755,-12.086000,-2666.600577,3845.943427,-2906.917067,-291350.384062,-0.053441,-0.110623,0.015298

0.000000,62.150000,3.730639,-0.113800,-327.955789,647.805842,-241.890549,-53823.443461,32.297026,-12.091682,-2682.973278,3878.240454,-2919.008750,-294033.357340,-0.053259,-0.110934,0.015521

0.000000,62.150000,3.742244,-0.113703,-328.959383,651.548086,-242.004252,-54152.402844,32.483848,-12.097370,-2699.396158,3910.724302,-2931.106120,-296732.753498,-0.053196,-0.111350,0.015752

0.000000,62.150000,3.753910,-0.113636,-329.963170,655.301996,-242.117888,-54482.366014,32.671252,-12.103054,-2715.869221,3943.395554,-2943.209173,-299448.622719,-0.053133,-0.111789,0.016116

0.000000,62.150000,3.766653,-0.113139,-330.967121,659.068649,-242.231027,-54813.333136,32.859266,-12.108723,-2732.392479,3976.254820,-2955.317896,-302181.015198,-0.053094,-0.112273,0.016451

0.000000,62.150000,3.782372,-0.111392,-331.971167,662.851021,-242.342419,-55145.304303,33.047992,-12.114336,-2748.965936,4009.302812,-2967.432232,-304929.981134,-0.053027,-0.112862,0.016652

0.000000,62.150000,3.801407,-0.110762,-332.975179,666.652428,-242.453181,-55478.279482,33.237586,-12.119890,-2765.589595,4042.540398,-2979.552122,-307695.570728,-0.053025,-0.113488,0.016361

0.000000,62.150000,3.820208,-0.110130,-333.979162,670.472636,-242.563311,-55812.258644,33.428127,-12.125412,-2782.263453,4075.968525,-2991.677534,-310477.834181,-0.052932,-0.114104,0.016007

0.000000,62.150000,3.838734,-0.109446,-334.983595,674.311369,-242.672757,-56147.242240,33.619600,-12.130902,-2798.987522,4109.588125,-3003.808436,-313276.821704,-0.052836,-0.114641,0.015644

0.000000,62.150000,3.857151,-0.108886,-335.987713,678.168520,-242.781643,-56483.229952,33.811997,-12.136360,-2815.761805,4143.400122,-3015.944796,-316092.583508,-0.052780,-0.115215,0.015286

0.000000,62.150000,3.870584,-0.104897,-336.992023,682.039104,-242.886540,-56820.221975,34.005191,-12.141705,-2832.586298,4177.405313,-3028.086501,-318925.169807,-0.052703,-0.115420,0.015214

0.000000,62.150000,3.883986,-0.100942,-337.996428,685.923090,-242.987482,-57158.218403,34.199055,-12.146851,-2849.461009,4211.604367,-3040.233351,-321774.630816,-0.052678,-0.115728,0.015115

0.000000,62.150000,3.897193,-0.096956,-339.000776,689.820283,-243.084438,-57497.219179,34.393584,-12.151798,-2866.385940,4245.997952,-3052.385149,-324641.016756,-0.052626,-0.115986,0.015030

0.000000,62.150000,3.910330,-0.093098,-340.004996,693.730613,-243.177536,-57837.224175,34.588772,-12.156549,-2883.361084,4280.586724,-3064.541699,-327524.377839,-0.052541,-0.116210,0.014920

0.000000,62.150000,3.923370,-0.089273,-341.009282,697.653982,-243.266809,-58178.233458,34.784615,-12.161109,-2900.386441,4315.371339,-3076.702807,-330424.764280,-0.052461,-0.116404,0.014792

0.000000,62.150000,3.936373,-0.085413,-342.013379,701.590356,-243.352222,-58520.246837,34.981108,-12.165476,-2917.462007,4350.352447,-3088.868283,-333342.226288,-0.052373,-0.116547,0.014682

0.000000,62.150000,3.949319,-0.081461,-343.017637,705.539674,-243.433683,-58863.264474,35.178251,-12.169648,-2934.587783,4385.530698,-3101.037931,-336276.814070,-0.052303,-0.116651,0.014589

0.000000,62.150000,3.962259,-0.077473,-344.021609,709.501933,-243.511156,-59207.286083,35.376040,-12.173621,-2951.763764,4420.906738,-3113.211552,-339228.577834,-0.052254,-0.116781,0.014471

0.000000,62.150000,3.975199,-0.073452,-345.025550,713.477132,-243.584608,-59552.311633,35.574477,-12.177394,-2968.989943,4456.481215,-3125.388946,-342197.567777,-0.052196,-0.116869,0.014342

0.000000,62.150000,3.988075,-0.069368,-346.029461,717.465207,-243.653977,-59898.341094,35.773558,-12.180965,-2986.266318,4492.254773,-3137.569910,-345183.834095,-0.052115,-0.116934,0.014208

0.000000,62.150000,4.001089,-0.065223,-347.033687,721.466296,-243.719199,-60245.374780,35.973288,-12.184329,-3003.592897,4528.228061,-3149.754240,-348187.426992,-0.052047,-0.116969,0.014048

0.000000,62.150000,4.014166,-0.061140,-348.037910,725.480462,-243.780340,-60593.412691,36.173669,-12.187488,-3020.969687,4564.401730,-3161.941728,-351208.396679,-0.051970,-0.117046,0.013854

0.000000,62.150000,4.027245,-0.057058,-349.042166,729.507706,-243.837398,-60942.454857,36.374704,-12.190443,-3038.396689,4600.776434,-3174.132172,-354246.793368,-0.051937,-0.117172,0.013622

0.000000,62.150000,4.040384,-0.053135,-350.046451,733.548090,-243.890532,-61292.501308,36.576395,-12.193198,-3055.873904,4637.352829,-3186.325370,-357302.667272,-0.051954,-0.117296,0.013383

0.000000,62.150000,4.053547,-0.049303,-351.050416,737.601638,-243.939835,-61643.551723,36.778743,-12.195759,-3073.401326,4674.131572,-3198.521129,-360376.068598,-0.051963,-0.117461,0.013138

0.000000,62.150000,4.066808,-0.045502,-352.054442,741.668446,-243.985338,-61995.606165,36.981752,-12.198129,-3090.978947,4711.113324,-3210.719258,-363467.047545,-0.051978,-0.117579,0.012915

0.000000,62.150000,4.080043,-0.041609,-353.058692,745.748489,-244.026947,-62348.664857,37.185423,-12.200307,-3108.606776,4748.298748,-3222.919566,-366575.654320,-0.051957,-0.117730,0.012708

0.000000,62.150000,4.093375,-0.037715,-354.062907,749.841864,-244.064662,-62702.727764,37.389759,-12.202290,-3126.284816,4785.688507,-3235.121856,-369701.939136,-0.051953,-0.117846,0.012508

0.000000,62.150000,4.106738,-0.033918,-355.067185,753.948602,-244.098580,-63057.794950,37.594762,-12.204081,-3144.013068,4823.283268,-3247.325937,-372845.952204,-0.051923,-0.117947,0.012328

0.000000,62.150000,4.119910,-0.029964,-356.071502,758.068513,-244.128544,-63413.866452,37.800428,-12.205678,-3161.791535,4861.083696,-3259.531615,-376007.743739,-0.051893,-0.118010,0.012154

0.000000,62.150000,4.133052,-0.025979,-357.075914,762.201565,-244.154524,-63770.942366,38.006752,-12.207077,-3179.620220,4899.090448,-3271.738692,-379187.363959,-0.051883,-0.118089,0.011944

0.000000,62.150000,4.146164,-0.021931,-358.080296,766.347729,-244.176454,-64129.022662,38.213732,-12.208274,-3197.499126,4937.304180,-3283.946966,-382384.863085,-0.051870,-0.118158,0.011739

0.000000,62.150000,4.159396,-0.017907,-359.084261,770.507125,-244.194362,-64488.106923,38.421371,-12.209270,-3215.428240,4975.725552,-3296.156237,-385600.291325,-0.051878,-0.118176,0.011545

0.000000,62.150000,4.172592,-0.013947,-360.088163,774.679717,-244.208309,-64848.195086,38.629671,-12.210067,-3233.407550,5014.355223,-3308.366303,-388833.698875,-0.051912,-0.118178,0.011407

0.000000,62.150000,4.185595,-0.009796,-361.091945,778.865311,-244.218105,-65209.287031,38.838626,-12.210660,-3251.437053,5053.193848,-3320.576964,-392085.135928,-0.051996,-0.118276,0.011239

0.000000,62.150000,4.198649,-0.005168,-362.096014,783.063960,-244.223273,-65571.383045,39.048232,-12.211034,-3269.516752,5092.242080,-3332.787998,-395354.652680,-0.052251,-0.118518,0.011083

0.000000,62.150000,4.211397,0.001016,-363.100707,787.275356,-244.222256,-65934.483752,39.258483,-12.211138,-3287.646670,5131.500563,-3344.999136,-398642.299349,-0.052628,-0.118887,0.010916

0.000000,62.150000,4.223334,0.006803,-364.105831,791.498690,-244.215454,-66298.589583,39.469351,-12.210943,-3305.826833,5170.969914,-3357.210079,-401948.126183,-0.053032,-0.119295,0.010516

0.000000,62.150000,4.234531,0.010465,-365.113693,795.733222,-244.204989,-66663.703275,39.680798,-12.210511,-3324.057321,5210.650712,-3369.420590,-405272.183504,-0.053702,-0.119508,0.009738

0.000000,62.150000,4.245093,0.014634,-366.126089,799.978314,-244.190355,-67029.829364,39.892788,-12.209884,-3342.338316,5250.543501,-3381.630474,-408614.521820,-0.054355,-0.119229,0.008704

0.000000,62.150000,4.259529,0.018124,-367.149341,804.237843,-244.172231,-67396.978705,40.105404,-12.209065,-3360.670202,5290.648904,-3393.839538,-411975.192022,-0.055633,-0.118851,0.006834

0.000000,62.150000,4.274099,0.022580,-368.179334,808.511942,-244.149651,-67765.158039,40.318745,-12.208047,-3379.053419,5330.967649,-3406.047585,-415354.245441,-0.056692,-0.117923,0.005135

0.000000,62.150000,4.289394,0.024568,-369.217395,812.801336,-244.125083,-68134.375434,40.532832,-12.206868,-3397.488337,5371.500481,-3418.254454,-418751.733777,-0.058260,-0.116909,0.003568

0.000000,62.150000,4.305657,0.025512,-370.262542,817.106993,-244.099571,-68504.637976,40.747708,-12.205616,-3415.975335,5412.248189,-3430.460070,-422167.709113,-0.059799,-0.116141,0.002773

0.000000,62.150000,4.322031,0.024684,-371.313522,821.429024,-244.074887,-68875.951498,40.963400,-12.204361,-3434.514737,5453.211590,-3442.664432,-425602.223850,-0.060406,-0.114834,0.003075

0.000000,62.150000,4.336442,0.024042,-372.367988,825.765465,-244.050846,-69248.319486,41.179862,-12.203143,-3453.106775,5494.391452,-3454.867575,-429055.330624,-0.059977,-0.112792,0.004306

0.000000,62.150000,4.351134,0.023736,-373.426200,830.116599,-244.027110,-69621.745686,41.397052,-12.201949,-3471.751629,5535.788504,-3467.069524,-432527.082253,-0.058913,-0.109494,0.005166

0.000000,62.150000,4.368950,0.024573,-374.485225,834.485549,-244.002537,-69996.230911,41.615054,-12.200741,-3490.449415,5577.403557,-3479.270265,-436017.531668,-0.056946,-0.105054,0.004595

0.000000,62.150000,4.391156,0.027479,-375.544083,838.876705,-243.975058,-70371.774993,41.834056,-12.199440,-3509.200148,5619.237614,-3491.469705,-439526.731816,-0.054227,-0.098649,0.002328

0.000000,62.150000,4.418918,0.031748,-376.599019,843.295623,-243.943310,-70748.374013,42.054308,-12.197959,-3528.003725,5661.291922,-3503.667664,-443054.735541,-0.050427,-0.090162,-0.001530

0.000000,62.150000,4.451561,0.035286,-377.648099,847.747184,-243.908024,-71126.022112,42.276070,-12.196283,-3546.859903,5703.567992,-3515.863947,-446601.595444,-0.045516,-0.080241,-0.006233

0.000000,62.150000,4.486430,0.037770,-378.687196,852.233614,-243.870255,-71504.709309,42.499520,-12.194457,-3565.768286,5746.067512,-3528.058404,-450167.363730,-0.038805,-0.069044,-0.010899

0.000000,62.150000,4.525904,0.036234,-379.717338,856.759517,-243.834021,-71884.426647,42.724828,-12.192607,-3584.728399,5788.792340,-3540.251011,-453752.092129,-0.031070,-0.057887,-0.015442

0.000000,62.150000,4.568237,0.031632,-380.737625,861.327754,-243.802389,-72265.164271,42.952182,-12.190910,-3603.739773,5831.744522,-3552.441922,-457355.831902,-0.022330,-0.047419,-0.019522

0.000000,62.150000,4.614527,0.022769,-381.752245,865.942281,-243.779619,-72646.916517,43.181751,-12.189550,-3622.802020,5874.926273,-3564.631472,-460978.633921,-0.013732,-0.037854,-0.023936

0.000000,62.150000,4.664148,0.010130,-382.760204,870.606429,-243.769489,-73029.676720,43.413718,-12.188728,-3641.914831,5918.339991,-3576.820199,-464620.548752,-0.004167,-0.029966,-0.027670

0.000000,62.150000,4.716464,-0.007135,-383.764625,875.322893,-243.776624,-73413.441345,43.648233,-12.188653,-3661.077952,5961.988224,-3589.008852,-468281.626704,0.005621,-0.021975,-0.031811

0.000000,62.150000,4.771010,-0.029281,-384.765138,880.093903,-243.805905,-73798.206483,43.885420,-12.189563,-3680.291196,6005.873644,-3601.198416,-471961.917900,0.016359,-0.014879,-0.035642

0.000000,62.150000,4.829032,-0.056109,-385.762315,884.922935,-243.862014,-74183.968799,44.125421,-12.191698,-3699.554382,6049.999065,-3613.390113,-475661.472282,0.027036,-0.008094,-0.040032

0.000000,62.150000,4.890765,-0.087482,-386.757899,889.813700,-243.949496,-74570.726698,44.368416,-12.195288,-3718.867387,6094.367480,-3625.585401,-479380.339669,0.037852,-0.001379,-0.044781

0.000000,62.150000,4.957638,-0.124098,-387.752736,894.771338,-244.073594,-74958.479434,44.614626,-12.200577,-3738.230153,6138.982106,-3637.785978,-483118.569822,0.048776,0.005077,-0.049775

0.000000,62.150000,5.028540,-0.165415,-388.745938,899.799878,-244.239010,-75347.225372,44.864280,-12.207815,-3757.642620,6183.846387,-3649.993794,-486876.212443,0.059719,0.011516,-0.054885

0.000000,62.150000,5.103610,-0.212248,-389.738768,904.903488,-244.451257,-75736.964140,45.117584,-12.217257,-3777.104738,6228.963971,-3662.211050,-490653.317180,0.070424,0.018223,-0.060222

0.000000,62.150000,5.182870,-0.263309,-390.730819,910.086358,-244.714566,-76127.694959,45.374746,-12.229146,-3796.616477,6274.338717,-3674.440196,-494449.933658,0.081195,0.024840,-0.065459

0.000000,62.150000,5.266088,-0.319413,-391.722793,915.352446,-245.033979,-76519.417752,45.635970,-12.243714,-3816.177818,6319.974687,-3686.683909,-498266.111476,0.091976,0.031490,-0.070595

0.000000,62.150000,5.352940,-0.380626,-392.714729,920.705387,-245.414605,-76912.132481,45.901446,-12.261215,-3835.788756,6365.876133,-3698.945124,-502101.900231,0.102801,0.038371,-0.075718

0.000000,62.150000,5.443501,-0.447324,-393.706050,926.148887,-245.861929,-77305.838531,46.171357,-12.281913,-3855.449275,6412.047490,-3711.227037,-505957.349507,0.113677,0.045275,-0.080921

0.000000,62.150000,5.537990,-0.520551,-394.696044,931.686877,-246.382480,-77700.534574,46.445894,-12.306110,-3875.159328,6458.493384,-3723.533148,-509832.508834,0.124798,0.052252,-0.086057

0.000000,62.150000,5.637085,-0.598260,-395.685280,937.323962,-246.980740,-78096.219854,46.725271,-12.334080,-3894.918861,6505.218655,-3735.867228,-513727.427695,0.135928,0.059163,-0.091027

0.000000,62.150000,5.740894,-0.678583,-396.670621,943.064856,-247.659323,-78492.890475,47.009720,-12.366002,-3914.727758,6552.228375,-3748.233230,-517642.155453,0.147571,0.065821,-0.095581

0.000000,62.150000,5.849114,-0.764509,-397.650369,948.913970,-248.423832,-78890.540844,47.299471,-12.402079,-3934.585783,6599.527846,-3760.635309,-521576.741236,0.159209,0.072010,-0.099942

0.000000,62.150000,5.957443,-0.854630,-398.618676,954.871413,-249.278462,-79289.159520,47.594635,-12.442557,-3954.492509,6647.122481,-3773.077866,-525531.233745,0.171534,0.078091,-0.103521

0.000000,62.150000,6.069384,-0.951108,-399.579755,960.940797,-250.229570,-79688.739275,47.895305,-12.487701,-3974.447470,6695.017786,-3785.565567,-529505.681215,0.183546,0.083805,-0.107430

0.000000,62.150000,6.184309,-1.050279,-400.531772,967.125106,-251.279849,-80089.271047,48.201648,-12.537735,-3994.450258,6743.219433,-3798.103302,-533500.131473,0.196077,0.089506,-0.111532

0.000000,62.150000,6.301532,-1.153447,-401.475977,973.426638,-252.433296,-80490.747024,48.513794,-12.592829,-4014.500452,6791.733227,-3810.696131,-537514.631925,0.208502,0.095706,-0.116602

0.000000,62.150000,6.422700,-1.260090,-402.413090,979.849337,-253.693386,-80893.160114,48.831899,-12.653167,-4034.597678,6840.565126,-3823.349298,-541549.229604,0.219906,0.101256,-0.122822

0.000000,62.150000,6.549428,-1.371801,-403.346205,986.398765,-255.065187,-81296.506320,49.156203,-12.718964,-4054.741661,6889.721329,-3836.068262,-545603.971264,0.230036,0.106145,-0.130022

0.000000,62.150000,6.680127,-1.488530,-404.275207,993.078893,-256.553717,-81700.781526,49.486941,-12.790473,-4074.932196,6939.208270,-3848.858735,-549678.903460,0.239403,0.109551,-0.136978

0.000000,62.150000,6.811894,-1.611088,-405.203217,999.890787,-258.164805,-82105.984743,49.824242,-12.867963,-4095.169157,6989.032512,-3861.726698,-553774.072617,0.247770,0.111914,-0.142661

0.000000,62.150000,6.943362,-1.740496,-406.131124,1006.834149,-259.905302,-82512.115866,50.168123,-12.951753,-4115.452515,7039.200636,-3874.678451,-557889.525132,0.255372,0.112357,-0.146776

0.000000,62.150000,7.073775,-1.876297,-407.062447,1013.907925,-261.781599,-82919.178313,50.518552,-13.042173,-4135.782354,7089.719188,-3887.720623,-562025.307487,0.261980,0.110697,-0.149251

0.000000,62.150000,7.203218,-2.016011,-407.998345,1021.111142,-263.797610,-83327.176659,50.875477,-13.139480,-4156.158874,7140.594664,-3900.860103,-566181.466361,0.267588,0.107846,-0.150773

0.000000,62.150000,7.334479,-2.159800,-408.943732,1028.445621,-265.957411,-83736.120391,51.238919,-13.243876,-4176.582426,7191.833583,-3914.103979,-570358.048787,0.271239,0.103797,-0.152391

